"id_paper","keywords"
167,"data management"
167,"data storage"
167,"data processing"
168,"NLP"
168,"AI"
168,"indexing"
169,"data processing"
169,"data quality"
169,"mathematical methods"
170,"data processing"
170,"data management"
170,"data querying"
171,"data modeling"
171,"mathematical methods"
171,"NLP"
172,"NLP"
172,"data processing"
172,"data quality"
173,"mathematical methods"
173,"data processing"
173,"data modeling"
174,"property graph"
174,"graph processing"
174,"data modeling"
175,"property graph"
175,"data quality"
175,"data management"
176,"NLP"
176,"data processing"
176,"indexing"
177,"data processing"
177,"indexing"
177,"property graph"
178,"data processing"
178,"AI"
178,"NLP"
179,"indexing"
179,"data querying"
179,"NLP"
180,"data querying"
180,"indexing"
180,"data processing"
181,"mathematical methods"
181,"graph processing"
181,"data processing"
182,"data processing"
182,"data quality"
182,"NLP"
183,"NLP"
183,"AI"
183,"data quality"
184,"data querying"
184,"NLP"
184,"data processing"
185,"data storage"
185,"data management"
185,"data processing"
186,"NLP"
186,"property graph"
186,"AI"
187,"mathematical methods"
187,"property graph"
187,"graph processing"
188,"data processing"
188,"indexing"
188,"data querying"
189,"data quality"
189,"NLP"
189,"mathematical methods"
190,"data modeling"
190,"NLP"
190,"mathematical methods"
191,"graph processing"
191,"data processing"
191,"indexing"
192,"NLP"
192,"indexing"
192,"data storage"
193,"data management"
193,"data processing"
193,"data storage"
194,"mathematical methods"
194,"property graph"
194,"NLP"
195,"data processing"
195,"graph processing"
195,"mathematical methods"
196,"NLP"
196,"AI"
196,"biology"
197,"data querying"
197,"NLP"
197,"indexing"
198,"data processing"
198,"AI"
198,"NLP"
199,"mathematical methods"
199,"graph processing"
199,"AI"
200,"data processing"
200,"NLP"
200,"AI"
201,"NLP"
201,"data modeling"
201,"data processing"
202,"indexing"
202,"NLP"
202,"property graph"
203,"data management"
203,"data processing"
203,"data storage"
204,"data processing"
204,"data management"
204,"data modeling"
205,"property graph"
205,"data processing"
205,"graph processing"
206,"data quality"
206,"data modeling"
206,"data processing"
207,"data querying"
207,"data processing"
207,"graph processing"
208,"NLP"
208,"data processing"
208,"graph processing"
209,"NLP"
209,"data processing"
209,"indexing"
210,"NLP"
210,"AI"
210,"big data"
211,"graph processing"
211,"property graph"
211,"data quality"
212,"data modeling"
212,"data management"
212,"data processing"
213,"data management"
213,"data processing"
213,"data querying"
214,"NLP"
214,"data processing"
214,"indexing"
215,"NLP"
215,"data processing"
215,"AI"
216,"mathematical methods"
216,"indexing"
216,"data processing"
217,"mathematical methods"
217,"NLP"
217,"data querying"
218,"NLP"
218,"indexing"
218,"data management"
219,"data modeling"
219,"AI"
219,"NLP"
220,"mathematical methods"
220,"AI"
220,"data modeling"
221,"NLP"
221,"data processing"
221,"graph processing"
222,"data quality"
222,"data modeling"
222,"big data"
223,"mathematical methods"
223,"NLP"
223,"graph processing"
224,"data management"
224,"data modeling"
224,"data processing"
225,"NLP"
225,"data quality"
225,"mathematical methods"
226,"data quality"
226,"NLP"
226,"biology"
227,"property graph"
227,"NLP"
227,"data quality"
228,"data modeling"
228,"NLP"
228,"graph processing"
229,"AI"
229,"data modeling"
229,"data management"
230,"data processing"
230,"AI"
230,"mathematical methods"
231,"NLP"
231,"AI"
231,"biology"
232,"NLP"
232,"biology"
232,"AI"
233,"data processing"
233,"data management"
233,"data querying"
234,"data management"
234,"data processing"
234,"data storage"
235,"data quality"
235,"AI"
235,"data management"
236,"property graph"
236,"graph processing"
236,"data modeling"
237,"data management"
237,"data querying"
237,"data processing"
238,"data storage"
238,"data management"
238,"big data"
239,"NLP"
239,"indexing"
239,"AI"
240,"biology"
240,"mathematical methods"
240,"AI"
241,"indexing"
241,"data querying"
241,"AI"
242,"data processing"
242,"property graph"
242,"AI"
243,"data processing"
243,"indexing"
243,"graph processing"
244,"NLP"
244,"AI"
244,"biology"
245,"graph processing"
245,"property graph"
245,"big data"
246,"data processing"
246,"NLP"
246,"mathematical methods"
247,"NLP"
247,"AI"
247,"data processing"
248,"NLP"
248,"graph processing"
248,"property graph"
249,"property graph"
249,"NLP"
249,"AI"
250,"data modeling"
250,"data management"
250,"data processing"
251,"data quality"
251,"data storage"
251,"data processing"
252,"NLP"
252,"data quality"
252,"data processing"
253,"NLP"
253,"AI"
253,"property graph"
254,"data modeling"
254,"data processing"
254,"mathematical methods"
255,"data querying"
255,"data management"
255,"data processing"
256,"data processing"
256,"data management"
256,"data storage"
257,"AI"
257,"data processing"
257,"NLP"
258,"mathematical methods"
258,"graph processing"
258,"property graph"
259,"indexing"
259,"data querying"
259,"NLP"
260,"mathematical methods"
260,"graph processing"
260,"property graph"
261,"property graph"
261,"graph processing"
261,"data processing"
262,"data quality"
262,"data processing"
262,"data storage"
263,"mathematical methods"
263,"data modeling"
263,"data processing"
264,"mathematical methods"
264,"indexing"
264,"data processing"
265,"mathematical methods"
265,"data quality"
265,"data processing"
266,"mathematical methods"
266,"indexing"
266,"graph processing"
267,"mathematical methods"
267,"graph processing"
267,"property graph"
268,"mathematical methods"
268,"graph processing"
268,"data processing"
269,"mathematical methods"
269,"indexing"
269,"data processing"
270,"graph processing"
270,"data processing"
270,"mathematical methods"
271,"graph processing"
271,"data processing"
271,"data storage"
272,"data management"
272,"data processing"
272,"AI"
273,"mathematical methods"
273,"graph processing"
273,"data processing"
274,"mathematical methods"
274,"graph processing"
274,"data modeling"
275,"data processing"
275,"mathematical methods"
275,"data quality"
276,"mathematical methods"
276,"data processing"
276,"data modeling"
277,"graph processing"
277,"property graph"
277,"mathematical methods"
278,"biology"
278,"NLP"
278,"AI"
279,"graph processing"
279,"mathematical methods"
279,"property graph"
280,"graph processing"
280,"property graph"
280,"mathematical methods"
281,"AI"
281,"indexing"
281,"NLP"
282,"mathematical methods"
282,"data modeling"
282,"graph processing"
283,"data processing"
283,"data modeling"
283,"data quality"
284,"data processing"
284,"data management"
284,"graph processing"
285,"data processing"
285,"property graph"
285,"mathematical methods"
286,"data processing"
286,"data management"
286,"AI"
287,"mathematical methods"
287,"data processing"
287,"property graph"
288,"mathematical methods"
288,"AI"
288,"data modeling"
289,"graph processing"
289,"data processing"
289,"indexing"
290,"mathematical methods"
290,"data processing"
290,"graph processing"
291,"AI"
291,"data processing"
291,"data management"
292,"mathematical methods"
292,"indexing"
292,"graph processing"
293,"data processing"
293,"AI"
293,"graph processing"
294,"data management"
294,"property graph"
294,"data storage"
295,"data modeling"
295,"indexing"
295,"mathematical methods"
296,"mathematical methods"
296,"data modeling"
296,"data processing"
297,"mathematical methods"
297,"property graph"
297,"graph processing"
298,"graph processing"
298,"data processing"
298,"indexing"
299,"data processing"
299,"graph processing"
299,"data querying"
300,"data quality"
300,"graph processing"
300,"data processing"
301,"mathematical methods"
301,"property graph"
301,"AI"
302,"mathematical methods"
302,"graph processing"
302,"data processing"
303,"graph processing"
303,"data processing"
303,"data modeling"
304,"mathematical methods"
304,"graph processing"
304,"data modeling"
305,"data management"
305,"data processing"
305,"graph processing"
306,"graph processing"
306,"property graph"
306,"mathematical methods"
307,"data quality"
307,"big data"
307,"data management"
308,"property graph"
308,"AI"
308,"mathematical methods"
309,"mathematical methods"
309,"graph processing"
309,"indexing"
310,"mathematical methods"
310,"graph processing"
310,"data processing"
311,"mathematical methods"
311,"graph processing"
311,"data processing"
312,"data modeling"
312,"NLP"
312,"data quality"
313,"mathematical methods"
313,"indexing"
313,"graph processing"
314,"property graph"
314,"graph processing"
314,"data processing"
315,"mathematical methods"
315,"data modeling"
315,"data processing"
316,"property graph"
316,"data processing"
316,"graph processing"
317,"mathematical methods"
317,"graph processing"
317,"data processing"
318,"mathematical methods"
318,"data processing"
318,"data quality"
319,"AI"
319,"data processing"
319,"property graph"
320,"data modeling"
320,"data quality"
320,"data processing"
321,"data storage"
321,"NLP"
321,"data querying"
322,"mathematical methods"
322,"graph processing"
322,"data processing"
323,"graph processing"
323,"property graph"
323,"data modeling"
324,"mathematical methods"
324,"data processing"
324,"graph processing"
325,"mathematical methods"
325,"graph processing"
325,"indexing"
326,"mathematical methods"
326,"graph processing"
326,"property graph"
327,"data modeling"
327,"graph processing"
327,"data management"
328,"data quality"
328,"property graph"
328,"mathematical methods"
329,"property graph"
329,"data processing"
329,"graph processing"
330,"NLP"
330,"data quality"
330,"data modeling"
331,"data modeling"
331,"data storage"
331,"data management"
332,"data processing"
332,"data management"
332,"NLP"
333,"graph processing"
333,"data processing"
333,"property graph"
334,"mathematical methods"
334,"AI"
334,"property graph"
335,"graph processing"
335,"property graph"
335,"data processing"
336,"data processing"
336,"graph processing"
336,"property graph"
337,"mathematical methods"
337,"graph processing"
337,"data processing"
338,"graph processing"
338,"data processing"
338,"indexing"
339,"mathematical methods"
339,"graph processing"
339,"data processing"
340,"mathematical methods"
340,"property graph"
340,"graph processing"
341,"graph processing"
341,"data processing"
341,"property graph"
342,"mathematical methods"
342,"indexing"
342,"data processing"
343,"mathematical methods"
343,"graph processing"
343,"data processing"
344,"mathematical methods"
344,"AI"
344,"data processing"
345,"mathematical methods"
345,"property graph"
345,"graph processing"
346,"graph processing"
346,"property graph"
346,"mathematical methods"
347,"property graph"
347,"graph processing"
347,"data modeling"
348,"data quality"
348,"AI"
348,"data management"
349,"mathematical methods"
349,"graph processing"
349,"data processing"
350,"mathematical methods"
350,"AI"
350,"data modeling"
351,"property graph"
351,"data quality"
351,"data modeling"
352,"mathematical methods"
352,"graph processing"
352,"data processing"
353,"graph processing"
353,"property graph"
353,"data processing"
354,"mathematical methods"
354,"graph processing"
354,"property graph"
355,"graph processing"
355,"mathematical methods"
355,"property graph"
356,"mathematical methods"
356,"graph processing"
356,"data processing"
357,"indexing"
357,"mathematical methods"
357,"graph processing"
358,"mathematical methods"
358,"graph processing"
358,"AI"
359,"mathematical methods"
359,"data quality"
359,"property graph"
360,"mathematical methods"
360,"property graph"
360,"data modeling"
361,"data quality"
361,"data storage"
361,"data processing"
362,"data processing"
362,"mathematical methods"
362,"graph processing"
363,"data processing"
363,"graph processing"
363,"data modeling"
364,"data quality"
364,"graph processing"
364,"data processing"
365,"mathematical methods"
365,"property graph"
365,"data modeling"
366,"mathematical methods"
366,"graph processing"
366,"data processing"
367,"graph processing"
367,"mathematical methods"
367,"property graph"
368,"data quality"
368,"data modeling"
368,"data management"
369,"graph processing"
369,"indexing"
369,"property graph"
370,"big data"
370,"data modeling"
370,"indexing"
371,"mathematical methods"
371,"graph processing"
371,"data modeling"
372,"graph processing"
372,"property graph"
372,"data quality"
373,"data processing"
373,"data management"
373,"graph processing"
374,"data processing"
374,"data management"
374,"data modeling"
375,"graph processing"
375,"data storage"
375,"data processing"
376,"mathematical methods"
376,"graph processing"
376,"indexing"
377,"mathematical methods"
377,"AI"
377,"graph processing"
378,"property graph"
378,"graph processing"
378,"data storage"
379,"data processing"
379,"property graph"
379,"graph processing"
380,"mathematical methods"
380,"data modeling"
380,"graph processing"
381,"indexing"
381,"NLP"
381,"data quality"
382,"data modeling"
382,"data processing"
382,"data management"
383,"property graph"
383,"mathematical methods"
383,"graph processing"
384,"mathematical methods"
384,"data quality"
384,"indexing"
385,"data processing"
385,"data management"
385,"AI"
386,"data processing"
386,"graph processing"
386,"AI"
387,"data modeling"
387,"property graph"
387,"AI"
388,"mathematical methods"
388,"property graph"
388,"graph processing"
389,"mathematical methods"
389,"graph processing"
389,"big data"
390,"mathematical methods"
390,"graph processing"
390,"property graph"
391,"data storage"
391,"data processing"
391,"data management"
392,"mathematical methods"
392,"data quality"
392,"data modeling"
393,"data processing"
393,"graph processing"
393,"mathematical methods"
394,"property graph"
394,"graph processing"
394,"big data"
395,"mathematical methods"
395,"indexing"
395,"NLP"
396,"data processing"
396,"graph processing"
396,"data management"
397,"graph processing"
397,"property graph"
397,"mathematical methods"
398,"mathematical methods"
398,"graph processing"
398,"property graph"
399,"mathematical methods"
399,"graph processing"
399,"data modeling"
400,"mathematical methods"
400,"data processing"
400,"data modeling"
401,"mathematical methods"
401,"AI"
401,"data modeling"
402,"property graph"
402,"NLP"
402,"data quality"
403,"data management"
403,"big data"
403,"data processing"
404,"mathematical methods"
404,"data modeling"
404,"graph processing"
405,"AI"
405,"NLP"
405,"data quality"
406,"data processing"
406,"graph processing"
406,"AI"
407,"mathematical methods"
407,"graph processing"
407,"data processing"
408,"data processing"
408,"data quality"
408,"data management"
409,"data processing"
409,"data management"
409,"property graph"
410,"data quality"
410,"data management"
410,"data processing"
411,"mathematical methods"
411,"AI"
411,"property graph"
412,"mathematical methods"
412,"data processing"
412,"data management"
413,"data storage"
413,"data management"
413,"data quality"
414,"mathematical methods"
414,"data modeling"
414,"data processing"
415,"mathematical methods"
415,"property graph"
415,"AI"
416,"data processing"
416,"data modeling"
416,"data storage"
417,"mathematical methods"
417,"graph processing"
417,"data processing"
418,"mathematical methods"
418,"data quality"
418,"data processing"
419,"indexing"
419,"graph processing"
419,"data processing"
420,"data processing"
420,"data modeling"
420,"data management"
421,"data processing"
421,"mathematical methods"
421,"data modeling"
422,"mathematical methods"
422,"graph processing"
422,"data processing"
423,"data management"
423,"indexing"
423,"NLP"
424,"data storage"
424,"graph processing"
424,"big data"
425,"data processing"
425,"graph processing"
425,"mathematical methods"
426,"mathematical methods"
426,"graph processing"
426,"data processing"
427,"data processing"
427,"graph processing"
427,"data management"
428,"mathematical methods"
428,"indexing"
428,"data processing"
429,"AI"
429,"mathematical methods"
429,"data quality"
430,"graph processing"
430,"property graph"
430,"data quality"
431,"data quality"
431,"data management"
431,"data processing"
432,"mathematical methods"
432,"indexing"
432,"property graph"
433,"mathematical methods"
433,"graph processing"
433,"indexing"
434,"data storage"
434,"graph processing"
434,"property graph"
435,"data modeling"
435,"graph processing"
435,"data processing"
436,"data processing"
436,"indexing"
436,"AI"
437,"mathematical methods"
437,"AI"
437,"property graph"
438,"mathematical methods"
438,"data modeling"
438,"graph processing"
439,"mathematical methods"
439,"graph processing"
439,"property graph"
440,"data processing"
440,"data management"
440,"graph processing"
441,"data processing"
441,"data querying"
441,"data quality"
442,"mathematical methods"
442,"data quality"
442,"biology"
443,"mathematical methods"
443,"data processing"
443,"property graph"
444,"mathematical methods"
444,"AI"
444,"indexing"
445,"mathematical methods"
445,"AI"
445,"graph processing"
446,"data modeling"
446,"graph processing"
446,"data management"
447,"mathematical methods"
447,"graph processing"
447,"indexing"
448,"property graph"
448,"mathematical methods"
448,"AI"
449,"data processing"
449,"graph processing"
449,"indexing"
450,"graph processing"
450,"data storage"
450,"data processing"
451,"mathematical methods"
451,"graph processing"
451,"data modeling"
452,"data processing"
452,"graph processing"
452,"mathematical methods"
453,"data processing"
453,"graph processing"
453,"AI"
454,"mathematical methods"
454,"graph processing"
454,"indexing"
455,"data quality"
455,"AI"
455,"data processing"
456,"graph processing"
456,"property graph"
456,"data processing"
457,"mathematical methods"
457,"data modeling"
457,"data processing"
458,"data processing"
458,"mathematical methods"
458,"graph processing"
459,"mathematical methods"
459,"property graph"
459,"graph processing"
460,"mathematical methods"
460,"data processing"
460,"indexing"
461,"data processing"
461,"graph processing"
461,"data quality"
463,"mathematical methods"
463,"indexing"
463,"data processing"
464,"NLP"
464,"property graph"
464,"mathematical methods"
465,"mathematical methods"
465,"data quality"
465,"graph processing"
466,"property graph"
466,"graph processing"
466,"data processing"
467,"big data"
467,"data management"
467,"data quality"
468,"data processing"
468,"data modeling"
468,"graph processing"
469,"mathematical methods"
469,"property graph"
469,"graph processing"
470,"data processing"
470,"data management"
470,"data quality"
471,"AI"
471,"data processing"
471,"graph processing"
472,"property graph"
472,"AI"
472,"data processing"
473,"graph processing"
473,"property graph"
473,"mathematical methods"
474,"graph processing"
474,"property graph"
474,"mathematical methods"
475,"graph processing"
475,"property graph"
475,"mathematical methods"
476,"data management"
476,"data storage"
476,"data processing"
477,"data processing"
477,"data management"
477,"graph processing"
478,"data processing"
478,"property graph"
478,"data management"
479,"data processing"
479,"property graph"
479,"data quality"
480,"data processing"
480,"graph processing"
480,"data modeling"
481,"mathematical methods"
481,"graph processing"
481,"indexing"
482,"mathematical methods"
482,"data querying"
482,"data processing"
483,"data processing"
483,"AI"
483,"graph processing"
484,"graph processing"
484,"property graph"
484,"mathematical methods"
485,"NLP"
485,"biology"
485,"AI"
486,"mathematical methods"
486,"data quality"
486,"property graph"
487,"property graph"
487,"graph processing"
487,"mathematical methods"
488,"mathematical methods"
488,"indexing"
488,"graph processing"
489,"data processing"
489,"property graph"
489,"data querying"
490,"graph processing"
490,"data management"
490,"data processing"
491,"property graph"
491,"graph processing"
491,"data processing"
492,"data processing"
492,"mathematical methods"
492,"data querying"
493,"property graph"
493,"graph processing"
493,"mathematical methods"
494,"data storage"
494,"mathematical methods"
494,"data quality"
495,"property graph"
495,"graph processing"
495,"NLP"
496,"mathematical methods"
496,"indexing"
496,"data processing"
497,"graph processing"
497,"mathematical methods"
497,"property graph"
498,"data processing"
498,"data management"
498,"graph processing"
499,"graph processing"
499,"property graph"
499,"data processing"
500,"mathematical methods"
500,"graph processing"
500,"data processing"
501,"data modeling"
501,"indexing"
501,"mathematical methods"
502,"data processing"
502,"mathematical methods"
502,"indexing"
503,"mathematical methods"
503,"data processing"
503,"data modeling"
504,"graph processing"
504,"property graph"
504,"big data"
505,"mathematical methods"
505,"AI"
505,"data processing"
506,"data quality"
506,"data processing"
506,"graph processing"
507,"mathematical methods"
507,"graph processing"
507,"data processing"
508,"mathematical methods"
508,"property graph"
508,"graph processing"
509,"data quality"
509,"graph processing"
509,"property graph"
510,"mathematical methods"
510,"data quality"
510,"big data"
511,"graph processing"
511,"mathematical methods"
511,"property graph"
512,"data quality"
512,"data processing"
512,"property graph"
513,"graph processing"
513,"mathematical methods"
513,"indexing"
514,"mathematical methods"
514,"indexing"
514,"biology"
515,"indexing"
515,"mathematical methods"
515,"graph processing"
516,"data quality"
516,"data querying"
516,"NLP"
517,"mathematical methods"
517,"graph processing"
517,"data processing"
518,"data modeling"
518,"big data"
518,"mathematical methods"
519,"data management"
519,"data querying"
519,"data processing"
520,"data processing"
520,"graph processing"
520,"data modeling"
521,"data modeling"
521,"graph processing"
521,"data processing"
522,"property graph"
522,"graph processing"
522,"data processing"
523,"mathematical methods"
523,"indexing"
523,"data quality"
524,"graph processing"
524,"data processing"
524,"mathematical methods"
525,"data processing"
525,"graph processing"
525,"mathematical methods"
526,"data processing"
526,"data management"
526,"graph processing"
527,"property graph"
527,"data quality"
527,"mathematical methods"
528,"data processing"
528,"data quality"
528,"NLP"
529,"graph processing"
529,"data storage"
529,"data processing"
530,"mathematical methods"
530,"data modeling"
530,"data processing"
531,"data processing"
531,"AI"
531,"property graph"
532,"mathematical methods"
532,"graph processing"
532,"data processing"
533,"indexing"
533,"mathematical methods"
533,"property graph"
534,"data management"
534,"data modeling"
534,"data quality"
535,"mathematical methods"
535,"graph processing"
535,"data processing"
536,"property graph"
536,"data processing"
536,"data quality"
537,"indexing"
537,"AI"
537,"data processing"
538,"data processing"
538,"property graph"
538,"data quality"
539,"graph processing"
539,"data processing"
539,"data modeling"
540,"property graph"
540,"mathematical methods"
540,"data modeling"
541,"mathematical methods"
541,"graph processing"
541,"data modeling"
542,"data processing"
542,"data management"
542,"AI"
543,"property graph"
543,"graph processing"
543,"data processing"
544,"data processing"
544,"property graph"
544,"data quality"
545,"indexing"
545,"mathematical methods"
545,"data storage"
546,"mathematical methods"
546,"data processing"
546,"graph processing"
547,"data quality"
547,"property graph"
547,"graph processing"
548,"mathematical methods"
548,"indexing"
548,"data quality"
549,"data modeling"
549,"NLP"
549,"data management"
550,"data processing"
550,"graph processing"
550,"property graph"
551,"graph processing"
551,"property graph"
551,"indexing"
552,"data storage"
552,"graph processing"
552,"data quality"
553,"indexing"
553,"data processing"
553,"data management"
554,"data processing"
554,"big data"
554,"data management"
555,"biology"
555,"AI"
555,"NLP"
556,"mathematical methods"
556,"property graph"
556,"data modeling"
557,"data quality"
557,"data modeling"
