"author"
"Martin Gugat"
"Nguyen V. Thoai"
"El-Sayed M. E. Mostafa"
"Friedemann Leibfritz"
"Belinda B. King"
"A. Battermann"
"Ekkehard W. Sachs"
"Eyal Arian"
"John Westwater"
"Peter Gritzmann"
"Victor Klee"
"Dieter Baum"
"Florian Jarre"
"Anna Slobodová"
"Alexander Kaplan"
"M. Böhm"
"Rainer Tichatschke"
"Tim Voetmann"
"Artur Czumaj"
"Krzysztof Lorys"
"Miroslaw Kutylowski"
"Przemyslawa Kanarek"
"Klaus Jansen"
"Klaus Lux"
"Markus Wiegelmann"
"Christian Fecht"
"Helmut Seidl"
"Jordan Gergov"
"Harald Luschgy"
"Matthias Heinkenschloss"
"Bernd Sturmfels"
"Arno Wagner"
"Christian Stangier"
"Mirjam Dür"
"Reiner Horst"
"Beniamino Di Martino"
"Christoph W. Keßler"
"Wei Zhou 0006"
"Anna Bernasconi 0001"
"Igor E. Shparlinski"
"Le Dung Muu"
"Kasyap Natarajan"
"Hubertus Th. Jongen"
"Oliver Stein"
"M. Nast"
"Lothar Breuer"
"Daniel Görgen"
"Hannes Frey"
"Johannes K. Lehnert"
"Peter Sturm 0001"
"Patrick Reuther"
"E. Levitin"
"Jürgen Huschens"
"Marco Fahl"
"Andreas Neumann 0001"
"Randal E. Bryant"
"Subhendu Bikash Hazra"
"Volker Schulz 0001"
"Elena Dubrova"
"Horst Schmitt"
"Peter Willems"
"Igor N. Kovalenko"
"Dieter Prangenberg"
"R. J. Gardner"
"János Sztrik"
"Oliver Möller"
"Ulrich Hertrampf"
"Thomas Burger"
"Jochen Bern"
"Heidi Jäger"
"Thomas Erlebach"
"Flemming Nielson"
"Gurami Tsitsiashvili"
"Patrick Justen"
"Klaus Schwettmann"
"Ulrich Raber"
"Fabio Somenzi"
"Thorsten Theobald"
"Abdelouahed Hamdi"
"Attahiru Sule Alfa"
"Siegfried Graf 0001"
"Jens Hofmann 0001"
"Norbert Th. Müller"
"Jan-J. Rückmann"
"Volker Klotz"
"Dimitri Efrosinin"
"Vladimir Rykov"
"Gerhard J. Woeginger"
"Hans L. Bodlaender"
"Michael Ruvimovich Davidson"
"Stephan Waack"
"Holger Class"
"Rainer Helmig"
"Katja Lenz"
"Alexander Hufnagel"
"David G. Larman"
"D. Kleis"
"Petra Scheffler"
"Stasys Jukna"
"Mikail Gevantmakher"
"Tankred Rautert"
"Luciano Lenzini"
"S. Rotin"
"Dirk Frosch"
"Craig Smith"
"Vladimir V. Kalashnikov"
"C. Ould Ahmed Salem"
"N. Lehdili"
"Matthias Krause 0001"
"Andreas Brieden"
"Marco Gilbert"
"Lars Abbe"
"Sebastian Maneth"
"Thomas Perst"
"Helmut Finner"
"Markus Roters"
"Jirí Sgall"
"M. A. Osipova"
"N. V. Koliev"
"Oleg V. Khamisov"
"Markus Holzer 0001"
"Markus Müller-Olm"
"Varmo Vene"
"Feng Cheng 0002"
"Paul Ferring"
"Martin Luckow"
"Dirk Frosch-Wilke"
"Christopher Lusena"
"Eric Allender"
"Judy Goldsmith"
"Rainer Hettich"
"Matthias Transier"
"Wolfgang Effelsberg"
"Aditya V. Nori"
"Anthony J. Hayter"
"Joachim Reiter"
"Rustam Mubarakzjanov"
"Ulrich Holtmann"
"C. T. Kelley"
"Peter Rossmanith"
"Michael Schmitt 0002"
"Gianpiero Cabodi"
"Stefano Quer"
"Ditmar Erdmann"
"Peter Dierolf"
"Volker Schmidt"
"Paul B. Hermanns"
"Markus R. Schmidt"
"Clemens Lautemann"
"Heribert Vollmer"
"Klaus W. Wagner"
"Thomas Schwentick"
"B. S. Tam"
"Anderson Rocha 0001"
"Jacques Wainer"
"Michael Eckmann"
"Siome Goldenstein"
"Astrid Kiehn"
"Bernd Simeon"
"Claus Führer"
"Peter Rentrop"
"Heinrich Hussmann"
"Ulrich Rüde"
"Ulrich Furbach"
"Christian Roth"
"Erwin Loibl"
"Markus Pawlowski"
"Christian Sporrer"
"Herbert Bauer"
"Frits W. Vaandrager"
"Rob van Glabbeek"
"Ursula Goltz"
"Christian Freksa"
"Gerhard Dirlich"
"Dirk Taubner"
"Stephen L. Bloom"
"Zoltán Ésik"
"Peter Slavkovsky"
"Michael Griebel"
"Peter Oswald"
"Burkhard Freitag"
"Günther Specht"
"Heribert Schütz"
"Michael W. Binder"
"Kristof Nast-Kolb"
"Uwe M. Borghoff"
"Arnd Poetzsch-Heffter"
"Thomas Eisenbarth 0004"
"Bernhard Schätz"
"Marco Dorigo"
"Manfred Broy"
"Günter Böckle"
"Siegfried Trosch"
"Jürgen Schmidhuber"
"Johann Schumann"
"Manfred R. Jobmann"
"Franz J. Kurfess"
"Daniel Hernández 0001"
"Rolf Niedermeier"
"Sergei Gorlatch"
"Michael Werner"
"Wolfgang Heinle"
"Christoph Zenger 0001"
"Stefan Zimmer"
"Jochen Hager"
"Martin Moser"
"Ilko Michler"
"Bertram Fronhöfer"
"Christoph Kreitz"
"Gerd Neugebauer"
"Michael Schneider"
"Vytautas Cyras"
"Evgenii V. Vorozhtsov"
"Victor G. Ganzha"
"Robert Gold"
"Walter Vogler"
"Gerhard Köstler"
"Ulrich Güntzer"
"Werner Kießling"
"Werner Pohlmann"
"Wolfgang Reisig"
"Bernhard Reinmiedl"
"Christoph Pflaum"
"Johann M. Ph. Schumann"
"Frank Dederichs"
"Ketil Stølen"
"Rainer Weber"
"Wolfgang Ertel"
"Peter Lory"
"Claus Dendorfer"
"Andreas Strasser"
"Thomas Bonk"
"Siegfried Meggendorfer"
"Gerhard Weiss 0001"
"Barbara I. Wohlmuth"
"Ronald H. W. Hoppe"
"Peter Weijland"
"Andrea Eberhard"
"Patrick Thomas"
"Reinhold Letz"
"Kai Zimmermann"
"Peter Manhart"
"Peter Baumgartner 0001"
"Peter Baumgartner 0006"
"Edward Ochmanski"
"Klaus Reinhardt"
"Volker Diekert"
"Michael Luby"
"Christian B. Suttner"
"Thomas H. Krodel"
"Geneviève Pourcin"
"Sandra A. Hayes"
"Martin Röscheisen"
"Reimar Hofmann"
"Volker Tresp"
"Klaus Hallatschek"
"Reiner Müller"
"Friedrich L. Bauer"
"Rudi Hettler"
"Gabriele Scheler"
"Christoph Goller"
"Geoff Sutcliffe"
"Theodor Yemenis"
"Ekkart Kindler"
"Inga Niepel"
"Margit Kinder"
"Till Brychcy"
"Jörg Desel"
"Max Fuchs"
"Robert Balder"
"Daniel Kobler"
"Gerhard W. Zumbusch"
"Andreas Listl"
"Irmgard Schwarzer"
"Stefan Högg"
"Ernst W. Mayr"
"Volker Heun"
"Michael Roth"
"Carlos Delgado Kloos"
"Friederike Nickl"
"Martin Eldracher"
"Joachim F. Schreiber"
"Steffen Hölldobler"
"Michael Arbesmeier"
"Klaus-Jörn Lange"
"Eike Jessen"
"Rudolf Hettler"
"Reinhard Fössmeier"
"Javier Esparza"
"Johannes Bauer 0001"
"Thomas Bemmerl"
"Thomas Treml"
"Hans Regler"
"Dieter Dodenhöft"
"Georg Strobl"
"Wilfried Brauer"
"Thomas F. Gritzner"
"Oswald Giering"
"Andreas Weininger"
"Michael Friedrich 0001"
"Thomas Schnekenburger"
"Hubert Kiechle"
"Angelika Mader"
"Dieter Barnard"
"Klaus Mayr"
"Thomas Laußermair"
"Rudolf Bayer"
"Thomas Streicher"
"Thierry Conrad"
"Luitpold Babel"
"Hans-Joachim Bungartz"
"Stefan Eichholz"
"B. M. Hearn"
"Karl Meinke"
"Frank Johannes"
"Georg Sigl"
"Henning Spruth"
"Friedrich Erhard"
"Hans Obermaier"
"Hans-Jürgen Plewan"
"Peter Schlenk"
"Manfred Kunde"
"Johann K. Obermaier"
"Helmut Thöne"
"Andreas Heise"
"Cristian Dimitrovici"
"Peter Pepper"
"Max Moser"
"Ralph Werchner"
"Hermann Hellwagner"
"Veronika Thurner"
"Frank Leßke"
"Stephen F. McCormick"
"Erwin Klöck"
"Siegfried Bocionek"
"Christoph Pleier"
"Zong-Yan Qiu"
"Andrey V. Solovjov"
"Mikhail Yu. Shashkov"
"C. J. Date 0001"
"Hugo Hellebrand"
"Markus Casper"
"Ralf Merz"
"Rita Ley"
"Patrick A. V. Hall"
"Markus Tresch"
"Andreas Rock"
"Gayane Grigoryan"
"Günther Heinemann"
"Oliver Gronz"
"Oliver Gutjahr"
"Sarah R. Davies"
"Colleen Murphy"
"Paolo Gardoni"
"Louise A. Dennis"
"Steven R. Smith"
"Lishan Lan"
"Qin Zhu"
"Yongmou Liu"
"Indira Nair"
"William M. Bulleit"
"Jaime A. Teixeira da Silva"
"Vito L. Punzi"
"David Koepsell"
"William J. Frey"
"Amarjeet Singh 0004"
"Kewal Krishan"
"Neelam Dehal"
"Tanuj Kanchan"
"Adrian Treloar"
"Alastair J. D. Macdonald"
"Dimitrios Adamis"
"Finbarr C. Martin"
"Jinnie M. Garrett"
"Stephanie J. Bird"
"Brian Bowe"
"Diana Adela Martin"
"Eddie Conlon"
"Petr Houdek"
"Enrica Marchigiani"
"Ileana Di Pomponio"
"Margherita Bracci"
"Oronzo Parlangeli"
"Paola Palmitesta"
"Stefano Guidi"
"Laura Yenisa Cabrera Trujillo"
"Sabrina Engel-Glatter"
"Peter M. Attia"
"Albert P. C. Chan"
"Amos Darko"
"Igor Martek"
"M. Reza Hosseini"
"Mahdi Tahmasebi"
"Saeed Banihashemi"
"Matthew Grellette"
"Christian Gamborg"
"Ellen-Marie Forsberg"
"Karsten Klint Jensen"
"Kate Millar"
"Peter Sandøe"
"Gizell Green"
"Miri Barak"
"Rafi Rashid"
"Raymond E. Spier"
"Fabrizia Faustinella"
"Giovanni M. Pes"
"Maria Pina Dore"
"Lynne E. Olson"
"Dena Plemmons"
"Michael W. Kalichman"
"Sylvia C. Pont"
"Willem-Paul Brinkman"
"Nikolas Stroth"
"Anna Krizanova"
"Jana Kliestikova"
"Maria Misankova"
"Tatiana Corejova"
"Tomas Kliestik"
"Seumas Miller"
"Reena Cheruvalath"
"Wha-Chul Son"
"Cathal D. O'Connell"
"Frédéric Gilbert 0003"
"Susan Dodds"
"Tajanka Mladenovska"
"David M. Shaw"
"Peter Morfeld"
"Thomas C. Erren"
"Guido Nicolosi"
"Guido Ruivenkamp"
"Lars Lindblom"
"Per Wikman-Svahn"
"Patrick L. Taylor"
"Ioanna Semendeferi"
"Ioannis T. Pavlidis"
"Malcolm Dcosta"
"Panagiotis Tsiamyrtzis"
"Maarten C. A. van der Sanden"
"Patricia Osseweijer"
"Steven M. Flipse"
"Vance W. Berger"
"Antonio A. Casilli"
"Antonio Santos-Ortega"
"José Luis Molina"
"Paola Tubaro"
"Sven Ove Hansson"
"Dan Perry"
"Gad Perry"
"Howard J. Curzer"
"Mark C. Wallace"
"Jukka Varelius"
"David B. Resnik"
"Kathy Partin"
"Taraswi Banerjee"
"Andrea Owe"
"Mark Coeckelbergh"
"Seth D. Baum"
"Søren Holm"
"Thomas Ploug"
"Emel Aközer"
"Mehmet Aközer"
"Morten P. Oksvold"
"Alexander Hevelke"
"Julian Nida-Rümelin"
"Ana Mlinaric"
"Jelena Omazic"
"Martina Horvat"
"Vesna Supak-Smolcic"
"Fern Wickson"
"Adèle Paul-Hus"
"Bryn Williams-Jones"
"Cassidy R. Sugimoto"
"Elise Smith"
"Min Shi"
"Vincent Larivière"
"Zubin Master"
"Michael Davis 0002"
"Carol B. Fowler"
"David L. Evers"
"Jeffrey T. Mason"
"Rebecca K. Mimnall"
"Emmanuel Kingsford Owusu"
"Erika Pärn"
"Ming Shan"
"Robert E. McGinn"
"Raphael Cohen-Almagor"
"Byron Newberry"
"Greta Gorsuch"
"Katherine A. Austin"
"Thomas Darwin"
"William D. Lawson"
"Filippo Santoni de Sio"
"Andreea Peca"
"Bram Vanderborght"
"Cristina Pop 0002"
"Daniel O. David"
"Ramona Simut"
"Sebastian Pintea"
"Conrad Heilmann"
"Frances S. Grodzinsky"
"Keith W. Miller 0001"
"Marty J. Wolf"
"Cary Moskovitz"
"A. Lauren Crain"
"Brian C. Martinson"
"Carol R. Thrush"
"Guangwei Hu"
"Lex M. Bouter"
"Natalie Evans"
"Shaoxiong Brian Xu"
"Bailey C. Davis"
"Courtney E. Williams"
"George C. Banks"
"Lisa M. Rasmussen"
"Mary M. Hausfeld"
"René von Schomberg"
"Alexander Mertens"
"Christopher Brandl"
"Frank Ole Flemisch"
"Jochen Nelles"
"Katharina Schäfer"
"Martin Frenz"
"Matthias Wille"
"Peter Rasche"
"Verena Nitsch"
"Jessica Li"
"Shengli Fu"
"Katherine A. McComas"
"Ralph J. Greenspan"
"Anders Braarud Hanssen"
"Hanne Marie Nielsen"
"Ingrid Olesen"
"Philippe A. Tanguy"
"Thierry C. Pauchant"
"Yoann Guntzburger"
"Gianmarco Baldini"
"Maarten Botterman"
"Mariachiara Tallacchini"
"Ricardo Neisse"
"Bernice Elger"
"Fabrice Jotterand"
"Marcello Ienca"
"Reto W. Kressig"
"Tenzin Wangmo"
"Arif Sari"
"Simona Hasková"
"Yue Liang Zheng"
"Anna Marousková"
"Marek Vochozka"
"Vojtech Stehel"
"Hugh P. Shanahan"
"Louise Bezuidenhout"
"Robert Quick"
"Sven Nyholm"
"Alison L. Antes"
"Kari A. Baldwin"
"Samuel V. Bruton"
"Stephanie Solomon Cargill"
"Tristan J. McIntosh"
"Charles-Étienne Daniel"
"Danielle Tapin"
"Georges-Auguste Legault"
"Jacques Beauvais"
"Jean-Pierre Béland"
"Johane Patenaude"
"Jonathan Genest"
"Louise Bernier"
"Marie-Sol Poirier"
"Patrick Boissy"
"Vanessa Chenel"
"Abhilash Kizhakenath"
"Behnam Taebi"
"Geerten van de Kaa"
"Ibo van de Poel"
"Jafar Rezaei 0001"
"Angela Fortunato"
"Claire Gloeckner"
"Rosa Lynn Pinkus"
"Anton Petrenko"
"Dan McArthur"
"Jason Borenstein"
"Joseph R. Herkert"
"George R. Hoffmann"
"Khaled Moustafa"
"Jameson M. Wetmore"
"Shane Epting"
"Michael J. Selgelid"
"Nicholas G. Evans"
"Ayanna M. Howard"
"Noor Munirah Isa"
"Bert van Wee"
"Bert Gordijn"
"David Wright 0003"
"Declan O'Sullivan"
"Karsten Weber"
"Philip Brey"
"Rowena Rodrigues"
"Wessel Reijers"
"Alex A. Karner"
"Jessica Morley"
"Luciano Floridi"
"Camille Nebeker"
"Cinnamon S. Bloss"
"John Harlow"
"Michelle Takemoto"
"Nadir Weibel"
"Rasheed Al Kotob"
"Rubi Linares-Orozco"
"Vincent Chan"
"Glenn Borchardt"
"Mehdi Dadkhah"
"Mohammad Lagzian"
"Alison Kretser"
"Andrea Grantham"
"Catherine Woteki"
"Chavonda Jacobs-Young"
"David B. Allison"
"Delia Murphy"
"Dorothea Vafiadis"
"Jessica M. Wyndham"
"Johanna Dwyer"
"Kathryn J. Boor"
"Linda J. Harris"
"Rachelle Hollander"
"Rickey Y. Yada"
"Sarah M. Rovito"
"Stefano Bertuzzi"
"Todd Abraham"
"Heidrun Åm"
"Knut H. Sørensen"
"Maria Bårdsen Hesjedal"
"Roger Strand"
"Susan A. Elmore"
"Eric M. Meslin"
"Leonidas G. Koniaris"
"Mary I. Coombs"
"Teresa A. Zimmers"
"Matthew J. Dennis"
"James A. Blumenthal"
"Kenneth H. Funk II"
"Wei-Tau Lee"
"Catherine D'Ignazio"
"Don Blair"
"Hagit Keysar"
"Pablo Rey-Mazón"
"Shannon Dosemagen"
"Grant Fore"
"Justin L. Hess"
"Brent D. Mittelstadt 0002"
"Corinne Cath"
"Mariarosaria Taddeo"
"Sandra Wachter"
"Hossein Yahaghi"
"Javad Yahaghi"
"Shahryar Sorooshian"
"Gerd Michelsen"
"Flavio Comim"
"Georgina Curto"
"Erik Laes"
"Gunter Bombaerts"
"Evan Selinger"
"Jathan Sadowski"
"Kyle Powys Whyte"
"Susan G. Spierre"
"Thomas P. Seager"
"Auke J. K. Pols"
"Carl Mitcham"
"Gary Lee Downey"
"Juan C. Lucena"
"Hans Peter Graf"
"Miguel Roig"
"Sonia Maria Ramos de Vasconcelos"
"Eugenijus Gefenas"
"Jurate Lekstutiene"
"Chijs van Nieuwenhuizen"
"David Buitenweg"
"Ilja L. Bongers"
"Ivo Maathuis"
"Maartje G. H. Niezen"
"Eran Klein"
"Frida Simonstein"
"Gary Santillanes"
"Ryan Marshall Felder"
"Douglas Walton"
"Glen Miller"
"Dalal M. Al Tamimi"
"Magdy A. Kharoshah"
"Mohammed Madadin"
"Ritesh G. Menezes"
"Savita Lasrado"
"Vijaya Marakala"
"Jasmin Wilson"
"Patricia Ann Mabrouk"
"Yiyang Gao"
"Joost Alleblas"
"Brian P. Coppola"
"Huai Sun"
"India C. Plough"
"Matthew Benjamin Reisman"
"Aceil Al-Khatib"
"Mathieu Bouville"
"Manjur S. Kolhar"
"Alain Braillon"
"J. Fdez-Valdivia"
"Jose A. García 0001"
"Rosa Rodríguez-Sánchez"
"Benedicte Wilson"
"Erika Palmer"
"Barbara K. Redman"
"Roel Snieder"
"Somsri Wiwanitkit"
"Viroj Wiwanitkit"
"Kristine Bærøe"
"Torbjørn Gundersen"
"William E. Kastenberg"
"Emily Bell"
"Mary E. Sunderland"
"Rahul Uday Nayak"
"Angel Peiró-Signes"
"María-del-Val Segarra-Oña"
"Roberto Cervelló-Royo"
"Anne-Floor J. de Kanter"
"Annelien L. Bredenoord"
"Carlijn V. C. Bouten"
"Karin Jongsma"
"Daming Zhang"
"Qinghui Suo"
"Yang Liu"
"Peter Kroes"
"Kelly Laas"
"Daniele Chiffi"
"Lorenza Petrini"
"Luca Zanetti"
"Elizabeth A. Boyd"
"Lisa A. Bero"
"Philip J. Langlais"
"Aimee van Wynsberghe"
"Emma Keuleyan"
"Amos K. Laar"
"Arthur Caplan"
"Kyle Ferguson"
"Andrea Di Cencio"
"Lhassan M'Barki"
"Mohamed Abioui"
"Mohamed Dades"
"Mohammed Benssaou"
"Abhishek Tandon"
"Frederick Grinnell"
"Barbara E. Ribeiro"
"Robert D. J. Smith"
"Alex Richman"
"Vincent Richman"
"Ahmed Fouad Bouras"
"Hadjar Toumi"
"Lamia Kara"
"Mustapha Benmansour"
"Nassim Kazitani"
"Noureddine Bettahar"
"Arie Rip"
"Christine Winberg"
"Penelope Engel-Hills"
"Daniele Fanelli"
"Vanja Pupovac"
"Ali Shirzadi"
"Ashish Patel"
"Doniel Drazin"
"George Hanna"
"Kevin Spitler"
"Milos Cekic"
"Ray Chu"
"Gianluigi Viscusi"
"Kyriaki Papageorgiou"
"Maja Horst"
"Mladen Petrovecki"
"Snjezana Prijic-Samarzija"
"Kelly Joslin Holloway"
"James A. Stieb"
"Charles E. Harris"
"Jessica Smith Rolston"
"William T. Lynch"
"Matthew A. Butkus"
"Ramón Queraltó"
"Christopher Lawrence"
"Keith Raffel"
"L. Mahadevan"
"Sam Weiss Evans"
"Sheila Jasanoff"
"Steffen Steinert"
"Alison J. Kerr"
"Andrew Chung"
"Athena Lin"
"Steven Puylaert"
"Udo Pesch"
"Ben A. Minteer"
"James P. Collins"
"Charlotte Stix"
"Charles-Henry Frouart"
"Christian Hervé"
"Christophe Le Tourneau"
"Guillaume Vogt"
"Henri-Corto Stoeklé"
"Marie-France Mamzer-Bruneel"
"Pierre Laurent-Puig"
"Svetlana Zernes"
"Eun Ah Lee"
"Magdalena Grohman"
"Marco Tacca"
"Matthew J. Brown"
"Nicholas R. Gans"
"Ruchen Wen"
"Ryan Blake Jackson"
"Tom Williams 0001"
"Susanne Öchsner"
"Ulrike Felt"
"Haldun M. Özaktas"
"Nora Freya Lindemann"
"Balamuralithara Balakrishnan"
"Fumihiko Tochinai"
"Hidekazu Kanemitsu"
"Emily A. Ronning"
"Melissa S. Anderson"
"Raymond de Vries"
"Matthew A. Allison"
"Sean T. Powell"
"Ronnie Hawkins"
"Shlomo Mark"
"Yotam Lurie"
"David W. Flater"
"Yelena Yesha"
"Bharat K. Bhargava"
"Jagannathan Srinivasan"
"Prasun Dewan"
"Yin-he Jiang"
"Olivier Ridoux"
"Arif Ghafoor"
"P. Bruce Berra"
"Antoine Rauzy"
"Hava T. Siegelmann"
"Ophir Frieder"
"Alexander Bockmayr"
"Shirley Browne"
"Nabil R. Adam"
"Ramesh Subramanian"
"Barbara Gängler"
"James Clifford"
"Arie Segev"
"Rakesh Chandra"
"Pascal Van Hentenryck"
"Vijay A. Saraswat"
"Yves Deville"
"Godehard Link"
"Frédéric Benhamou"
"Michel Rueher"
"Manfred Börkel"
"Ramez Elmasri"
"Vram Kouramajian"
"Haiyan Ye"
"Kokou Yétongnon"
"Martin Andersson"
"Stefano Spaccapietra"
"Yann Dupont"
"François Fages"
"H. V. Jagadish"
"Narain H. Gehani"
"Oded Shmueli"
"Stanley Y. W. Su"
"Yuh-Ming Shyy"
"Hans-Joachim Novak"
"Zuzana Krifka Dobes"
"Dieter Fensel"
"Dieter Landes"
"Jürgen Angele"
"Susanne Neubert"
"Giuseppe Nardiello"
"Philippe Codognet"
"Jean-Louis Imbert"
"Francesca Rossi 0001"
"Ugo Montanari"
"Baudouin Le Charlier"
"Hélène Kirchner"
"Hubert Comon"
"Jean-Claude Franchitti"
"Roger King"
"Helmut Schnelle"
"Peter C. Lockemann"
"Kumar V. Vadaparty"
"Shamim A. Naqvi"
"Elisa Bertino"
"Pierangela Samarati"
"Sushil Jajodia"
"Raj Tewari"
"Larry J. Peterson"
"Phillip C.-Y. Sheu"
"Shashi K. Gadia"
"Vimal Chopra"
"Joel L. Wolf"
"John Turek"
"Ming-Syan Chen"
"Philip S. Yu"
"Thom W. Frühwirth"
"Amit P. Sheth"
"George Karabatis"
"Marek Rusinkiewicz"
"Ernest Mwebaze"
"John A. Quinn"
"Hyokun Yun"
"S. V. N. Vishwanathan"
"Aarti Singh"
"Alessandro Rinaldo"
"James Sharpnack"
"Christian Barillot"
"Daniel García-Lorenzo"
"Florence Forbes"
"Michel Dojat"
"Senan Doyle"
"Aaron C. Courville"
"James Bergstra"
"Yoshua Bengio"
"Andrew W. Moore 0001"
"Geoffrey J. Gordon"
"Sajid M. Siddiqi"
"Arnak S. Dalalyan"
"Olivier Collier"
"Abhradeep Thakurta"
"Prateek Jain 0002"
"Pravesh Kothari"
"Balaji Krishnapuram"
"R. Bharat Rao"
"Rómer Rosales"
"Shipeng Yu"
"Abdel-rahman Mohamed"
"Yichuan Tang"
"Brian Eriksson"
"Laura Balzano"
"Robert D. Nowak"
"Lehel Csató"
"Zalán Bodó"
"Zsolt Minier"
"Dor Kedem"
"Kilian Q. Weinberger"
"Minmin Chen"
"Olivier Chapelle"
"Zhixiang Eddie Xu"
"Amos J. Storkey"
"Felix V. Agakov"
"Peter Orchard"
"Naftali Tishby"
"Ohad Shamir"
"José M. Peña 0001"
"Marko Grobelnik"
"Mitja Trampus"
"Akihiro Koide"
"Hiroshi Motoda"
"Kazumi Saito"
